MapNo,Lon,Lat,DeltaR,DeltaRErr,Reference,Locality,Subregion,Notes,CollectionYear,ReservoirAge,ReservoirErr,C14age,C14err,LabID,Delta13C,TaxaNo,RefNo,nextime,last_changed
2444,144.0532,-9.9167,-113,21,"Ulm et al, 2023","Mer (Murray Island), Torres Strait, QLD",Australia,0-30m,1947,298,24,491,21,Wk-43869,2.49,658,229,,07/09/2023 09:21
2445,144.0532,-9.9167,-166,20,"Ulm et al, 2023","Mer (Murray Island), Torres Strait, QLD",Australia,0-30m,1947,245,23,438,20,Wk-43870,0.94,668,229,,07/09/2023 09:21
2446,144.0532,-9.9167,-126,20,"Ulm et al, 2023","Mer (Murray Island), Torres Strait, QLD",Australia,0-30m,1907,373,22,483,20,Wk-43871,3.15,101,229,,07/09/2023 09:21
2447,142.352,-10.7045,-162,20,"Ulm et al, 2023","Endeavour Strait, Great Woody Island, To",Australia,0-30m,1928,283,22,443,20,Wk-43872,1.05,101,229,,07/09/2023 09:21
2448,142.5974,-10.738,-210,20,"Ulm et al, 2023","Albany Passage, Cape York Peninsula, QLD",Australia,7-26m,1907,289,22,399,20,Wk-43873,0.98,680,229,,07/09/2023 09:21
2449,130.8439,-12.4731,-146,20,"Ulm et al, 2023","Darwin, near jetty, NT",Australia,1-2m,1938,295,23,458,20,Wk-43874,-0.5,680,229,,07/09/2023 09:21
2450,130.8439,-12.4731,-146,20,"Ulm et al, 2023","Darwin, near jetty, NT",Australia,1-2m,1938,295,23,458,20,Wk-43875,-0.15,101,229,,07/09/2023 09:21
2451,150.7512,-23.1372,-349,22,"Ulm et al, 2023","Ross Creek, Yeppoon, Keppel Bay, QLD",Australia,NA,1933,93,24,255,22,Wk-43876,-8.11,99,229,,07/09/2023 09:21
2452,150.7512,-23.1372,-309,27,"Ulm et al, 2023","Ross Creek, Yeppoon, Keppel Bay, QLD",Australia,NA,1933,133,29,295,27,Wk-43877,-8.39,99,229,,07/09/2023 09:21
2453,145.4667,-14.6667,-178,25,"Ulm et al, 2023","Lizard Island (Jiigurru), GBR, QLD",Australia,0-3m,1916,302,27,428,25,Wk-43878,3.74,101,229,,07/09/2023 09:21
2454,145.4667,-14.6667,-258,21,"Ulm et al, 2023","Lizard Island (Jiigurru), GBR, QLD",Australia,0-3m,1916,222,23,348,21,Wk-43879,1.58,101,229,,07/09/2023 09:21
2455,150.7512,-23.1372,-300,20,"Ulm et al, 2023","Ross Creek, Yeppoon, Keppel Bay, QLD",Australia,0-1m,1946,114,23,304,20,Wk-43880,-8.25,101,229,,07/09/2023 09:21
2456,150.7512,-23.1372,-303,21,"Ulm et al, 2023","Ross Creek, Yeppoon, Keppel Bay, QLD",Australia,0-1m,1946,111,24,301,21,Wk-43881,-8.57,101,229,,07/09/2023 09:21
2457,150.7526,-23.1011,-383,20,"Ulm et al, 2023","Barwell Creek inlet, near Yeppoon, Keppe",Australia,0-1m,1931,57,22,221,20,Wk-43882,-9.12,101,229,,07/09/2023 09:21
2458,150.7526,-23.1011,-363,21,"Ulm et al, 2023","Barwell Creek inlet, near Yeppoon, Keppe",Australia,0-1m,1931,77,23,241,21,Wk-43883,-7.77,101,229,,07/09/2023 09:21
2459,149.1667,-21.0333,-294,20,"Ulm et al, 2023","Eimeo, near Mackay, QLD",Australia,0-1m,1949,113,23,310,20,Wk-43884,-10.67,584,229,,07/09/2023 09:21
2460,149.1667,-21.0333,-285,20,"Ulm et al, 2023","Eimeo, near Mackay, QLD",Australia,0-1m,1949,122,23,319,20,Wk-43885,-6.73,584,229,,07/09/2023 09:21
2461,153.4029,-27.5019,-363,20,"Ulm et al, 2023","Minjerribah (Stradbroke Island), inner b",Australia,0-1m,1902,154,22,249,20,Wk-43886,-3.17,681,229,,07/09/2023 09:21
2462,153.4029,-27.5019,-351,22,"Ulm et al, 2023","Minjerribah (Stradbroke Island), inner b",Australia,0-1m,1902,166,24,261,22,Wk-43887,-3.33,681,229,,07/09/2023 09:21
2463,145.0172,-14.79,-436,26,"Ulm et al, 2023","Starcke River Mouth, QLD",Australia,0-1m,1916,44,28,170,26,Wk-43888,-8.97,584,229,,07/09/2023 09:21
2464,145.0172,-14.79,-434,20,"Ulm et al, 2023","Starcke River Mouth, QLD",Australia,0-1m,1916,46,22,172,20,Wk-43889,-9.62,584,229,,07/09/2023 09:21
2465,145.2498,-15.4606,-208,20,"Ulm et al, 2023","Cooktown, QLD",Australia,0-3m,1929,235,22,397,20,Wk-43890,4.04,99,229,,07/09/2023 09:21
2466,145.2498,-15.4606,-243,21,"Ulm et al, 2023","Cooktown, QLD",Australia,0-3m,1929,200,23,362,21,Wk-43891,4.9,99,229,,07/09/2023 09:21
2467,151.95,-23.4333,-82,21,"Ulm et al, 2023","Heron Island, Capricorn Group, GBR, QLD",Australia,0-3m,1946,332,24,522,21,Wk-43892,4.78,663,229,,07/09/2023 09:21
2468,151.95,-23.4333,-193,20,"Ulm et al, 2023","Heron Island, Capricorn Group, GBR, QLD",Australia,0-3m,1946,221,23,411,20,Wk-43893,1.76,663,229,,07/09/2023 09:21
2469,149.0333,-20.45,-208,22,"Ulm et al, 2023","Lindeman Island, Whitsunday Passage, GBR",Australia,0-3m,1934,235,24,396,22,Wk-43894,3.86,681,229,,07/09/2023 09:21
2470,149.0333,-20.45,-188,22,"Ulm et al, 2023","Lindeman Island, Whitsunday Passage, GBR",Australia,0-3m,1934,255,24,416,22,Wk-43895,4.55,681,229,,07/09/2023 09:21
2471,148.8891,-20.0504,-194,20,"Ulm et al, 2023","Hayman Island, Whitsunday Islands, GBR,",Australia,0-3m,1946,220,23,410,20,Wk-43896,3.21,680,229,,07/09/2023 09:21
2472,148.8891,-20.0504,-201,20,"Ulm et al, 2023","Hayman Island, Whitsunday Islands, GBR,",Australia,0-3m,1946,213,23,403,20,Wk-43897,-1.75,680,229,,07/09/2023 09:21
2473,115.7517,-31.9896,-110,24,"Ulm et al, 2023","North Cottesloe, WA",Australia,NA,1931,330,26,494,24,Wk-44011,-3.88,584,229,,07/09/2023 09:21
2474,115.114,-21.6356,-110,20,"Ulm et al, 2023","Onslow, WA",Australia,10-60m,1906,394,22,500,20,Wk-44012,-0.02,584,229,,07/09/2023 09:21
2475,144.9879,-37.9274,-91,15,"Ulm et al, 2023","Brighton Beach, VIC",Australia,0-1m,1943,332,19,513,15,Wk-44013,1.17,584,229,,07/09/2023 09:21
2476,115.7517,-31.9896,-105,21,"Ulm et al, 2023","North Cottesloe, WA",Australia,1-120m,1928,340,23,500,21,Wk-44014,-0.05,584,229,,07/09/2023 09:21
2477,148.2484,-20.0177,-207,20,"Ulm et al, 2023","Bowen, QLD",Australia,0-30m,1943,216,23,397,20,Wk-44447,1.33,101,229,,07/09/2023 09:21
2478,148.2484,-20.0177,-174,21,"Ulm et al, 2023","Bowen, QLD",Australia,0-30m,1943,249,24,430,21,Wk-44448,0.08,682,229,,07/09/2023 09:21
2479,149.2723,-20.8082,-175,20,"Ulm et al, 2023","Brampton Island, GBR, QLD",Australia,0-20m,1949,232,23,429,20,Wk-44449,1.86,682,229,,07/09/2023 09:21
2480,149.2723,-20.8082,-185,20,"Ulm et al, 2023","Brampton Island, GBR, QLD",Australia,0-20m,1949,222,23,419,20,Wk-44450,0.27,584,229,,07/09/2023 09:21
2481,145.7752,-16.9171,-195,21,"Ulm et al, 2023","Cairns, QLD",Australia,0-30m,1910,295,23,413,21,Wk-44451,-1,584,229,,07/09/2023 09:21
2482,148.8667,-20.3833,-172,21,"Ulm et al, 2023","Clearview Beach, Long Island, Whitsunday",Australia,0-30m,1950,232,24,431,21,Wk-44452,2.19,682,229,,07/09/2023 09:21
2483,148.8667,-20.3833,-174,21,"Ulm et al, 2023","Clearview Beach, Long Island, Whitsunday",Australia,0-30m,1950,230,24,429,21,Wk-44453,2.34,682,229,,07/09/2023 09:21
2484,148.3538,-20.0497,-190,20,"Ulm et al, 2023","Edgecumbe Bay, near Bowen, QLD",Australia,0-30m,1935,254,22,414,20,Wk-44454,2.16,658,229,,07/09/2023 09:21
2485,148.3538,-20.0497,-189,20,"Ulm et al, 2023","Edgecumbe Bay, near Bowen, QLD",Australia,0-30m,1935,255,22,415,20,Wk-44455,1.17,658,229,,07/09/2023 09:21
2486,145.9728,-16.7597,-154,21,"Ulm et al, 2023","Green Island, QLD",Australia,0-30m,1950,250,24,449,21,Wk-44456,3.24,683,229,,07/09/2023 09:21
2487,145.9728,-16.7597,-175,20,"Ulm et al, 2023","Green Island, QLD",Australia,0-30m,1950,229,23,428,20,Wk-44457,1.1,683,229,,07/09/2023 09:21
2488,148.8891,-20.0504,-158,20,"Ulm et al, 2023","Hayman Island, Whitsunday Islands, GBR,",Australia,0-30m,1946,256,23,446,20,Wk-44458,4.32,13,229,,07/09/2023 09:21
2489,148.8891,-20.0504,-171,20,"Ulm et al, 2023","Hayman Island, Whitsunday Islands, GBR,",Australia,0-30m,1946,243,23,433,20,Wk-44459,3.53,13,229,,07/09/2023 09:21
2490,151.95,-23.4333,-203,21,"Ulm et al, 2023","Heron Island, Capricorn Group, GBR, QLD",Australia,0-5m,1946,211,24,401,21,Wk-44460,2.9,684,229,,07/09/2023 09:21
2491,151.95,-23.4333,-179,20,"Ulm et al, 2023","Heron Island, Capricorn Group, GBR, QLD",Australia,0-5m,1946,235,23,425,20,Wk-44461,2.95,684,229,,07/09/2023 09:21
2492,149.0333,-20.45,-230,20,"Ulm et al, 2023","Lindeman Island, Whitsunday Passage, GBR",Australia,0-65m,1934,213,22,374,20,Wk-44462,0.99,685,229,,07/09/2023 09:21
2493,149.0333,-20.45,-207,26,"Ulm et al, 2023","Lindeman Island, Whitsunday Passage, GBR",Australia,0-65m,1934,236,28,397,26,Wk-44463,1.24,685,229,,07/09/2023 09:23
2494,149.0333,-20.45,-224,20,"Ulm et al, 2023","Lindeman Island, Whitsunday Passage, GBR",Australia,0-5m,1934,219,22,380,20,Wk-44464,2.14,101,229,,07/09/2023 09:23
2495,149.0333,-20.45,-204,20,"Ulm et al, 2023","Lindeman Island, Whitsunday Passage, GBR",Australia,0-5m,1934,239,22,400,20,Wk-44465,0.89,101,229,,07/09/2023 09:23
2496,149.0333,-20.45,-225,21,"Ulm et al, 2023","Lindeman Island, Whitsunday Passage, GBR",Australia,0-30m,1934,218,23,379,21,Wk-44466,2.35,101,229,,07/09/2023 09:23
2497,149.0333,-20.45,-148,20,"Ulm et al, 2023","Lindeman Island, Whitsunday Passage, GBR",Australia,0-30m,1934,295,22,456,20,Wk-44467,0.23,101,229,,07/09/2023 09:23
2498,145.5667,-16.3833,-180,21,"Ulm et al, 2023","Low Isles, GBR, near Port Douglas, QLD",Australia,0-115m,1928,265,23,425,21,Wk-44468,0.58,686,229,,07/09/2023 09:23
2499,145.5667,-16.3833,-165,19,"Ulm et al, 2023","Low Isles, GBR, near Port Douglas, QLD",Australia,0-115m,1928,280,21,440,19,Wk-44469,0.27,686,229,,07/09/2023 09:23
2500,145.9736,-16.6065,-146,20,"Ulm et al, 2023","Michaelmas Cay, GBR, QLD",Australia,0-65m,1926,306,22,459,20,Wk-44470,1.18,676,229,,07/09/2023 09:23
2501,145.9736,-16.6065,-178,20,"Ulm et al, 2023","Michaelmas Cay, GBR, QLD",Australia,0-65m,1926,274,22,427,20,Wk-44471,1.53,676,229,,07/09/2023 09:23
2502,150.8932,-23.0744,-176,20,"Ulm et al, 2023","North Keppel Island (Ko-No-Mie), QLD",Australia,0-20m,1946,238,23,428,20,Wk-44472,2.48,687,229,,07/09/2023 09:23
2503,150.8932,-23.0744,-189,20,"Ulm et al, 2023","North Keppel Island (Ko-No-Mie), QLD",Australia,0-20m,1946,225,23,415,20,Wk-44473,1.23,687,229,,07/09/2023 09:23
2504,151.7071,-23.2964,-141,20,"Ulm et al, 2023","North West Island, Capricorn Group, GBR,",Australia,0-5m,1931,299,22,463,20,Wk-44474,2.47,687,229,,07/09/2023 09:23
2505,151.7071,-23.2964,-154,20,"Ulm et al, 2023","North West Island, Capricorn Group, GBR,",Australia,0-5m,1931,286,22,450,20,Wk-44475,1.97,687,229,,07/09/2023 09:23
2506,145.2833,-15.5333,-200,20,"Ulm et al, 2023","Off Annan River mouth, QLD",Australia,0-5m,1916,280,22,406,20,Wk-44476,1.14,688,229,,07/09/2023 09:23
2507,145.2833,-15.5333,-186,23,"Ulm et al, 2023","Off Annan River mouth, QLD",Australia,0-5m,1916,294,25,420,23,Wk-44477,-0.23,688,229,,07/09/2023 09:23
2508,146.604,-18.7322,-155,20,"Ulm et al, 2023","Palm Island, QLD",Australia,0-30m,1949,252,23,449,20,Wk-44478,1.14,689,229,,07/09/2023 09:23
2509,146.604,-18.7322,-155,20,"Ulm et al, 2023","Palm Island, QLD",Australia,0-30m,1949,252,23,449,20,Wk-44479,2.07,689,229,,07/09/2023 09:23
2510,148.9672,-20.8993,-217,20,"Ulm et al, 2023","Seaforth, N of Mackay, QLD",Australia,NA,1934,226,22,387,20,Wk-44480,-0.33,690,229,,07/09/2023 09:23
2511,148.9672,-20.8993,-212,20,"Ulm et al, 2023","Seaforth, N of Mackay, QLD",Australia,NA,1934,231,22,392,20,Wk-44481,-0.52,690,229,,07/09/2023 09:23
2512,146.8167,-19.2667,-209,20,"Ulm et al, 2023","Townsville, QLD",Australia,0-5m,1929,234,22,396,20,Wk-44482,-0.03,658,229,,07/09/2023 09:23
2513,146.8167,-19.2667,-201,20,"Ulm et al, 2023","Townsville, QLD",Australia,0-5m,1929,242,22,404,20,Wk-44483,1.09,658,229,,07/09/2023 09:23
2514,145.75,-16.6667,-145,20,"Ulm et al, 2023","Trinity Bay, Cairns, QLD",Australia,NA,1949,262,23,459,20,Wk-44484,-0.48,658,229,,07/09/2023 09:23
2515,145.75,-16.6667,-1,20,"Ulm et al, 2023","Trinity Bay, Cairns, QLD",Australia,NA,1949,406,23,603,20,Wk-44485,-2.43,658,229,,07/09/2023 09:23
2516,148.0761,-37.8633,-140,22,"Ulm et al, 2023","Lake Tyers Ocean Beach, VIC",Australia,0-1m,1937,303,25,464,22,Wk-44611,0.15,658,229,,07/09/2023 09:23
2517,148.0761,-37.8633,-113,20,"Ulm et al, 2023","Lake Tyers Ocean Beach, VIC",Australia,0-1m,1937,330,23,491,20,Wk-44612,-0.03,658,229,,07/09/2023 09:23
2518,136.5921,-13.9683,-197,20,"Ulm et al, 2023","Groote Eylandt, Gulf of Carpentaria, NT",Australia,0-5m,1921,268,22,408,20,Wk-44613,-0.14,659,229,,07/09/2023 09:23
2519,136.5921,-13.9683,-207,20,"Ulm et al, 2023","Groote Eylandt, Gulf of Carpentaria, NT",Australia,0-5m,1921,258,22,398,20,Wk-44614,-2.12,659,229,,07/09/2023 09:23
2520,153.1259,-26.8059,-23,20,"Ulm et al, 2023","Caloundra, QLD",Australia,0-30m,1905,486,22,588,20,Wk-44615,-0.73,659,229,,07/09/2023 09:23
2521,153.1259,-26.8059,-197,20,"Ulm et al, 2023","Caloundra, QLD",Australia,0-30m,1905,312,22,414,20,Wk-44616,0.36,13,229,,07/09/2023 09:23
2522,137.9064,-34.6157,-132,20,"Ulm et al, 2023","Black Point, Gulf St Vincent, SA",Australia,0-30m,1936,312,22,472,20,Wk-44617,2.37,13,229,,07/09/2023 09:23
2523,137.9064,-34.6157,-124,20,"Ulm et al, 2023","Black Point, Gulf St Vincent, SA",Australia,0-30m,1936,320,22,480,20,Wk-44618,3.02,680,229,,07/09/2023 09:23
2524,138.4855,-34.776,-154,20,"Ulm et al, 2023","Outer Harbor, Gulf St Vincent, SA",Australia,NA,1933,288,22,450,20,Wk-44619,2.71,680,229,,07/09/2023 09:23
2525,138.4855,-34.776,-36,20,"Ulm et al, 2023","Outer Harbor, Gulf St Vincent, SA",Australia,NA,1933,406,22,568,20,Wk-44620,2.21,680,229,,07/09/2023 09:23
2526,136.5921,-13.9683,-186,20,"Ulm et al, 2023","Groote Eylandt, Gulf of Carpentaria, NT",Australia,0-30m,1921,279,22,419,20,Wk-44621,-0.4,680,229,,07/09/2023 09:23
2527,136.5921,-13.9683,-160,20,"Ulm et al, 2023","Groote Eylandt, Gulf of Carpentaria, NT",Australia,0-30m,1921,305,22,445,20,Wk-44622,1.63,676,229,,07/09/2023 09:23
2528,136.5921,-13.9683,-165,22,"Ulm et al, 2023","Groote Eylandt, Gulf of Carpentaria, NT",Australia,0-30m,1949,242,25,439,22,Wk-44623,0.65,676,229,,07/09/2023 09:23
2529,136.5921,-13.9683,-174,20,"Ulm et al, 2023","Groote Eylandt, Gulf of Carpentaria, NT",Australia,0-30m,1949,233,23,430,20,Wk-44624,1.86,99,229,,07/09/2023 09:23
2530,137.1796,-34.9074,-165,20,"Ulm et al, 2023","Levens, Yorke Peninsula, SA",Australia,NA,1932,276,22,439,20,Wk-44625,0.89,99,229,,07/09/2023 09:23
2531,137.1796,-34.9074,-134,20,"Ulm et al, 2023","Levens, Yorke Peninsula, SA",Australia,NA,1932,307,22,470,20,Wk-44626,0.67,584,229,,07/09/2023 09:23
2532,136.5921,-13.9683,-204,20,"Ulm et al, 2023","Groote Eylandt, Gulf of Carpentaria, NT",Australia,0-20m,1921,261,22,401,20,Wk-44627,0.96,584,229,,07/09/2023 09:23
2533,136.5921,-13.9683,-208,20,"Ulm et al, 2023","Groote Eylandt, Gulf of Carpentaria, NT",Australia,0-20m,1921,257,22,397,20,Wk-44628,1.07,680,229,,07/09/2023 09:23
2534,132.9843,-32.0947,-544,20,"Ulm et al, 2023","Point Sinclair, SA",Australia,NA,1950,-140,23,59,20,Wk-44629/A,1.67,680,229,,07/09/2023 09:23
2535,132.9843,-32.0947,-392,20,"Ulm et al, 2023","Point Sinclair, SA",Australia,NA,1950,12,23,211,20,Wk-44630/A,1.58,658,229,,07/09/2023 09:23
2536,132.9843,-32.0947,-188,20,"Ulm et al, 2023","Point Sinclair, SA",Australia,NA,1950,216,23,415,20,Wk-44630/B,1.58,556,229,,07/09/2023 09:23
2537,135.7342,-14.8742,-254,20,"Ulm et al, 2023","Maria Island, Gulf of Carpentaria, NT",Australia,NA,1921,211,22,351,20,Wk-44631,-0.32,556,229,,07/09/2023 09:23
2538,135.7342,-14.8742,-275,20,"Ulm et al, 2023","Maria Island, Gulf of Carpentaria, NT",Australia,NA,1921,190,22,330,20,Wk-44632,-1.45,684,229,,07/09/2023 09:23
2539,138.512,-34.8145,17,20,"Ulm et al, 2023","Snowden Beach, Port River, SA",Australia,NA,1941,446,23,620,20,Wk-44633,-2.72,684,229,,07/09/2023 09:23
2540,138.512,-34.8145,-30,20,"Ulm et al, 2023","Snowden Beach, Port River, SA",Australia,NA,1941,400,23,574,20,Wk-44634,-3.35,691,229,,07/09/2023 09:23
2541,135.7342,-14.8742,-248,20,"Ulm et al, 2023","Maria Island, Gulf of Carpentaria, NT",Australia,NA,1921,217,22,357,20,Wk-44635,-1.14,691,229,,07/09/2023 09:23
2542,136.5921,-13.9683,-103,20,"Ulm et al, 2023","Groote Eylandt, Gulf of Carpentaria, NT",Australia,NA,1921,362,22,502,20,Wk-44636,-0.14,659,229,,07/09/2023 09:23
2543,149.916,-36.897,-126,21,"Ulm et al, 2023","Merimbula, NSW",Australia,0-1m,1930,316,23,479,21,Wk-44637,0.31,659,229,,07/09/2023 09:24
2544,149.916,-36.897,-126,20,"Ulm et al, 2023","Merimbula, NSW",Australia,0-1m,1930,316,22,479,20,Wk-44638,-1.15,642,229,,07/09/2023 09:24
2545,138.7357,-35.6261,-120,20,"Ulm et al, 2023","Encounter Bay, SA",Australia,0-1m,1930,322,22,485,20,Wk-44639,-0.12,692,229,,07/09/2023 09:24
2546,138.7357,-35.6261,-129,20,"Ulm et al, 2023","Encounter Bay, SA",Australia,0-1m,1930,313,22,476,20,Wk-44640,0.95,692,229,,07/09/2023 09:24
2547,151.779,-32.9259,-109,24,"Ulm et al, 2023","Newcastle, NSW",Australia,0-1m,1930,333,26,496,24,Wk-44641,-1.85,692,229,,07/09/2023 09:24
2548,151.779,-32.9259,-124,20,"Ulm et al, 2023","Newcastle, NSW",Australia,0-1m,1930,318,22,481,20,Wk-44642,-1.57,692,229,,07/09/2023 09:24
2549,149.9667,-37.2667,-150,20,"Ulm et al, 2023","Disaster Bay, NSW",Australia,22-46m,1919,320,22,455,20,Wk-44643,1.74,693,229,,07/09/2023 09:24
2550,149.9225,-37.0853,-145,20,"Ulm et al, 2023","Twofold Bay, NSW",Australia,22-46m,1923,317,22,460,20,Wk-44644,0.83,693,229,,07/09/2023 09:24
2551,147.9833,-37.8833,-137,20,"Ulm et al, 2023","Lakes Entrance, VIC",Australia,22-46m,1919,333,22,468,20,Wk-44645,1.9,694,229,,07/09/2023 09:24
2552,151.3026,-33.7333,-158,20,"Ulm et al, 2023","Collaroy, Sydney, NSW",Australia,0-30m,1944,261,23,446,20,Wk-44646,0.6,13,229,,07/09/2023 09:24
2553,151.3026,-33.7333,-160,18,"Ulm et al, 2023","Collaroy, Sydney, NSW",Australia,0-30m,1944,259,21,444,18,Wk-44647,0.02,13,229,,07/09/2023 09:24
2554,151.3667,-23.9,-234,20,"Ulm et al, 2023","Port Curtis, off Gatcombe Head, QLD",Australia,0-20m,1904,278,22,377,20,Wk-44648,1.08,695,229,,07/09/2023 09:24
2555,151.3667,-23.9,-298,20,"Ulm et al, 2023","Port Curtis, off Gatcombe Head, QLD",Australia,0-20m,1904,214,22,313,20,Wk-44649,1.07,695,229,,07/09/2023 09:24
2556,152.4643,-24.814,-183,20,"Ulm et al, 2023","Bargara, near Bundaberg, QLD",Australia,0-20m,1946,231,23,421,20,Wk-44650,0.08,680,229,,07/09/2023 09:24
2557,152.4643,-24.814,-176,20,"Ulm et al, 2023","Bargara, near Bundaberg, QLD",Australia,0-20m,1946,238,23,428,20,Wk-44651,3.06,680,229,,07/09/2023 09:24
2558,145.2833,-15.5333,-208,15,"Ulm et al, 2023","Off Annan River mouth, QLD",Australia,0-20m,1916,272,18,398,15,Wk-45142,1.4,696,229,,07/09/2023 09:24
2559,145.2833,-15.5333,-232,15,"Ulm et al, 2023","Off Annan River mouth, QLD",Australia,0-20m,1916,248,18,374,15,Wk-45143,1.09,696,229,,07/09/2023 09:24
2560,145.5667,-16.3833,-176,15,"Ulm et al, 2023","Low Isles, GBR, near Port Douglas, QLD",Australia,0-30m,1928,269,18,429,15,Wk-45144,-0.79,697,229,,07/09/2023 09:24
2561,145.5667,-16.3833,-245,15,"Ulm et al, 2023","Low Isles, GBR, near Port Douglas, QLD",Australia,0-30m,1928,200,18,360,15,Wk-45145,-1.58,697,229,,07/09/2023 09:24
2562,145.5667,-16.3833,-199,15,"Ulm et al, 2023","Low Isles, GBR, near Port Douglas, QLD",Australia,0-5m,1928,246,18,406,15,Wk-45146,0.97,584,229,,07/09/2023 09:24
2563,145.5667,-16.3833,-190,15,"Ulm et al, 2023","Low Isles, GBR, near Port Douglas, QLD",Australia,0-5m,1928,255,18,415,15,Wk-45147,-0.35,584,229,,07/09/2023 09:24
2564,146.8167,-19.2667,-194,15,"Ulm et al, 2023","Townsville, QLD",Australia,0-20m,1929,249,18,411,15,Wk-45148,0.76,680,229,,07/09/2023 09:24
2565,146.8167,-19.2667,-224,15,"Ulm et al, 2023","Townsville, QLD",Australia,0-20m,1929,219,18,381,15,Wk-45149,0.53,680,229,,07/09/2023 09:24
2566,149.9333,-37.5667,-146,15,"Ulm et al, 2023","Mallacoota, VIC",Australia,0-1m,1918,326,18,459,15,Wk-45150,-0.47,87,229,,07/09/2023 09:24
2567,149.9333,-37.5667,-170,15,"Ulm et al, 2023","Mallacoota, VIC",Australia,0-1m,1918,302,18,435,15,Wk-45151,-1.01,87,229,,07/09/2023 09:24
2568,144.827,-37.8708,-143,19,"Ulm et al, 2023","Altona, VIC",Australia,0-30m,1949,264,22,461,19,Wk-45291,0.04,698,229,,07/09/2023 09:24
2569,144.827,-37.8708,-152,19,"Ulm et al, 2023","Altona, VIC",Australia,0-30m,1949,255,22,452,19,Wk-45292,0.23,698,229,,07/09/2023 09:24
2570,145.3665,-38.5224,-117,19,"Ulm et al, 2023","San Remo, VIC",Australia,0-30m,1908,379,21,492,19,Wk-45293,2.64,699,229,,07/09/2023 09:24
2571,145.3665,-38.5224,-159,20,"Ulm et al, 2023","San Remo, VIC",Australia,0-30m,1908,337,22,450,20,Wk-45294,2.43,699,229,,07/09/2023 09:24
2572,146.342,-39.07,-109,19,"Ulm et al, 2023","Oberon Bay, Wilson",Australia,NA,1905,400,21,502,19,Wk-45295,-0.33,700,229,,07/09/2023 09:24
2573,146.342,-39.07,-109,18,"Ulm et al, 2023","Oberon Bay, Wilson",Australia,NA,1905,400,20,502,18,Wk-45296,-1.15,700,229,,07/09/2023 09:24
2574,147.3859,-38.2223,-113,19,"Ulm et al, 2023",Gosney,Australia,22m,1950,291,22,490,19,Wk-45297,2.57,693,229,,07/09/2023 09:24
2575,147.3859,-38.2223,-127,20,"Ulm et al, 2023",Gosney,Australia,22m,1950,277,23,476,20,Wk-45298,2.22,693,229,,07/09/2023 09:24
2576,115.5333,-20.4333,-59,15,"Ulm et al, 2023","Montebello Islands, WA",Australia,0-50m,1912,429,17,548,15,Wk-46093,1.76,701,229,,07/09/2023 09:24
2577,1.96,6.42,-193,66,Soulet et al 2023,Ahémé Lake,Benin,,1910,296,21,414,18,SacA-68823,-4.76,702,230,,25/11/2023 09:50
2578,-4.42,5.19,388,66,Soulet et al 2023,"Jacqueville, beach",Ivory Coast,,1910,877,21,995,18,SacA-68809,0.03,703,230,,25/11/2023 09:50
2579,-17.04,20.88,255,66,Soulet et al 2023,Nouadhibou,Mauritania,,1908,750,21,863,18,SacA-68811,0.38,703,230,,25/11/2023 09:50
2580,-13.79,9.46,249,75,Soulet et al 2023,"Los Islands, Roume Island at low tide",Republic of Guinea,,1909,741,40,857,39,SacA-68813,-0.4,703,230,,25/11/2023 09:50
2581,-8.75,32.98,454,66,Soulet et al 2023,Lagoon of Sidi Moussa south of El Jadida,Marocco,,1924,912,21,1058,19,SacA-68827,-0.48,362,230,,25/11/2023 09:50
2582,-8.49,33.25,209,66,Soulet et al 2023,"El Jadida, beach",Marocco,,1909,701,21,817,18,SacA-68828,0.71,362,230,,25/11/2023 09:50
2583,-3.73,5.19,-100,66,Soulet et al 2023,"Grand Bassam, beach",Ivory Coast,,1909,389,21,507,18,SacA-68807,0.29,703,230,,25/11/2023 09:50
2584,13.56,-12.33,-12,66,Soulet et al 2023,"Lobito, Bay of Lobito, near the peninsul",Angola,,1910,468,19,595,17,SacA-68808,1.51,703,230,,25/11/2023 09:50
2585,-17.42,14.71,20,66,Soulet et al 2023,"Dakar, Bay of Hann at low tide",Senegal,,1908,515,20,628,17,SacA-68810,0.68,703,230,,25/11/2023 09:50
2586,2.39,6.33,-1,66,Soulet et al 2023,"Cotonou, Sea at a water depth of 20-25 m",Benin,,1910,488,21,606,18,SacA-68812,0.26,703,230,,25/11/2023 09:50
2587,1.92,6.29,-80,66,Soulet et al 2023,"La Bouche du Roi, Grand Popo, beach",Benin,,1910,409,20,527,17,SacA-68814,0.25,703,230,,25/11/2023 09:50
2588,-16.51,16.17,-90,67,Soulet et al 2023,"Ndiago, beach",Mauritania,,1908,405,21,518,19,SacA-68815,0.68,704,230,,25/11/2023 09:50
2589,11.84,-4.76,-156,64,Soulet et al 2023,Pointe Noire,Republic of Congo,,1937,289,20,447,18,SacA-68816,0.84,704,230,,25/11/2023 09:50
2590,13.21,-8.82,-79,66,Soulet et al 2023,"Luanda, beach",Angola,,1910,401,20,528,18,SacA-68817,0.82,704,230,,25/11/2023 09:50
2591,-17.42,14.71,-82,66,Soulet et al 2023,"Dakar, Bay of Hann",Senegal,,1908,413,21,526,18,SacA-68818,0.33,704,230,,25/11/2023 09:50
