z,n,symbol,radius,unc_r,abundance,unc_a,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
83,120,Bi,5.4911,0.0911,,,,0,,,9/2-,11.76,,5,h,42336,180,EC+B+,100,,,,,,,,,3.999,0.013,-0.93,0.07,-4214.0744,13.5942,-11654.6420,15.4387,4109.5879,30.7276,3261.59,14.36,8845.3570,18.9416,2873.2561,13.3290,7857.4762,0.0629,202976892.077,13.717,-21524.893,12.778,N,1950,4-Jul-2021,F.G. KONDEV,2023-10-18
83,121,Bi,5.4934,0.0910,,,,0,,,6+,11.22,,10,h,40392,360,EC+B+,100,,,,,,,,,4.302,0.015,-0.68,0.2,-2304.8814,13.6253,-11406.4261,10.2858,3976.3845,10.8365,4463.888,9.251,7192.3517,15.7273,3148.4152,11.2769,7854.2157,0.0450,203977835.687,9.854,-20645.927,9.180,N,1947,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2023-10-18
83,122,Bi,5.5008,0.0909,,,,0,,,9/2-,14.91,,7,d,1288224,6048,EC+B+,100,,,,,,,,,4.047,0.007,-0.81,0.03,-3544.171,11.1458,-10795.8419,11.1151,3690.2933,14.9430,2704.593,4.942,8490.9606,10.3613,3244.7253,4.8204,7857.3218,0.0235,204977385.182,5.161,-21065.569,4.808,N,1951,20-Apr-2020,F.G. KONDEV,2023-10-18
83,123,Bi,5.5034,0.0909,,,,0,,,6+,6.243,,3,d,539395.2,259.2,EC+B+,100,,,,,,,,,4.341,0.008,-0.54,0.04,-1839.5323,8.6005,-10578.1203,12.6211,3527.3026,7.7349,3757.305,7.717,7033.9493,8.9539,3547.0096,7.5463,7853.3249,0.0371,205978498.843,8.193,-20028.201,7.632,N,1947,31-Jan-2008,F.G. KONDEV,2023-10-18
83,124,Bi,5.5103,0.0907,,,,0,,,9/2-,31.55,,4,Y,995621014.4983776,1262277.03898368,EC+B+,100,,,,,,,,,4.0729,0.002,-0.76,0.02,-2908.8541,6.6140,-9937.2043,4.6334,3281.8388,2.1344,2397.414,2.657,8097.6719,7.8370,3558.0192,2.1155,7854.5053,0.0116,206978470.551,2.573,-20054.554,2.397,N,1950,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2023-10-18
83,125,Bi,5.5147,0.0907,,,,0,,,5+,3.68E+5,,4,Y,11612948758649.855,126227703898.368,EC+B+,100,,,,,,,,,4.572,0.01,-0.7,0.08,-1400.9438,2.3787,-9795.7687,6.8266,3051.0029,2.0126,2878.368,2.575,6886.9146,2.7126,3707.1536,2.0121,7849.8534,0.0111,207979742.06,2.474,-18870.151,2.305,N,1953,1-Jun-2007,M. J. MARTIN,2023-10-18
83,126,Bi,5.5211,0.0906,100,,,0,,,9/2-,2.01E19,,8,Y,6.342942120892992e26,2.52455407796736e25,A,100,,,,,,,,,4.092,0.002,-0.516,0.015,-1892.5741,1.5635,-8860.6997,1.4867,3137.2975,0.7716,-644.015,2.217,7459.7558,1.8570,3799.0408,0.7763,7847.9869,0.0065,208980398.599,1.465,-18258.589,1.365,N,1924,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2023-10-18
83,127,Bi,5.5300,0.0904,,,,0,,,1-,5.012,,5,d,433036.8,432,B-,100,,A,0.000132,0.00001,,,,,-0.0443,0.0001,0.19,0.006,1161.1549,0.7662,-6497.2081,1.5621,5036.4728,0.7762,-63.476,1.989,4604.6341,0.0785,4466.3022,1.1485,7832.5424,0.0065,209984120.237,1.463,-14791.905,1.364,N,1905,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2023-10-18
83,128,Bi,,,,,,0,,,9/2-,2.14,,2,m,128.4,1.2,A,99.724,0.004,B-,0.276,0.004,,,,,3.85,0.03,-0.7,0.3,573.3763,5.4297,-3977.3744,5.4063,6750.4042,0.4611,-1366.104,5.893,5138.5294,5.4542,4419.6582,5.4761,7819.7745,0.0258,210987268.715,5.842,-11859.116,5.442,N,1905,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2023-10-18
83,129,Bi,5.5489,0.0901,,,,0,,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,A,35.94,0.06,,,,,0.32,0.04,0.1,0.4,2251.4656,1.6671,-3756.7685,1.7456,6207.2619,0.0280,-569.014,2.611,4330.1448,5.5996,4913.9019,2.6802,7803.314,0.0087,211991285.03,1.989,-8117.943,1.853,N,1905,1-Aug-2020,K. Auranen and E.A. McCutchan,2023-10-18
83,130,Bi,5.5586,0.0900,,,,0,,,9/2-,45.59,,6,m,2735.4,3.6,B-,97.86,0.01,A,2.14,0.01,,,,,3.699,0.007,-0.83,0.05,1421.8481,5.4898,-2933.5803,5.1189,5988.2062,3.3920,-2028.073,8.613,5185.0459,5.2737,4971.7122,5.2047,7791.0217,0.0239,212994383.57,5.455,-5231.671,5.082,N,1947,1-Jan-2022,M. S. Basunia,2023-10-18
83,131,Bi,,,,,,0,,,1-,19.71,,2,m,1182.6,1.2,B-,99.979,0.0013,A,0.021,0.0013,B-A,0.003,,,,,,,3269.1925,11.1649,-2618.5791,11.5056,5621.2999,3.0000,-1017.761,11.381,4040.4272,12.2481,5286.1532,13.1517,7773.4955,0.0524,213998710.909,12.033,-1200.780,11.209,N,1904,1-May-2021,Shaofei Zhu and E. A. McCutchan,2023-10-18
83,132,Bi,,,,,,0,,,(9/2-),7.6,,2,m,456,12,B-,100,,,,,,,,,,,,,2171.0426,5.5297,-1972.0738,5.7717,5282.3552,42.2928,-2712.973,52.984,5241.2663,12.5070,5476.6804,5.8065,7761.7177,0.0262,215001749.095,6.037,1629.272,5.624,N,1953,23-SEP-2013,D. Abriola and  P. Demetriou and  B. Singh and  R. Gowrishankar and  K. Vijay Sai,2023-10-18
83,133,Bi,,,,,,0,,,(6- 7-),2.25,,5,m,135,3,B-,100,,,,,,,,,,,,,4091.652,11.3243,-1655.5596,11.3773,5000,200,-1636.012,200.312,3826.6022,12.5129,5757.2281,53.8582,7743.4996,0.0518,216006305.985,12.000,5873.988,11.178,N,1989,1-Mar-2007,S. -C. WU,2023-10-18
83,134,Bi,,,,,,0,,,(9/2-),98.5,,13,s,98.5,1.3,B-,100,,,,,,,,,,,,,2846.5103,18.8695,-1123.6912,17.7912,4521.2357,32.2948,-3530.037,300.522,5215.3432,20.9327,6069,201,7731.8491,0.0816,217009372,19.000,8729.963,17.698,N,1998,1-DEC-2017,BALRAJ SINGH,2023-10-18
83,135,Bi,,,,,,0,,,(6- 7- 8-),33,,1,s,33,1,B-,100,,,,,,,,,,,,,4859.3866,27.0849,-738.7322,27.7947,4327,197,-2413.962,301.214,3585.2425,32.2948,6333,301,7712.828,0.1239,218014188,29.000,13216.038,27.013,N,1998,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2023-10-18
83,136,Bi,,,,,,0,,,(9/2-),22,,7,s,22,7,B-,100,,,,,,,,,,,,,3638,201,-108,200,3865,361,-4300.0,447.2,4968,202,6599,361,7700,1,219017520,215,16320,200,Y,2009,19-May-2021,Balraj Singh et al. and ,2023-10-18
83,137,Bi,,,,,,0,,,,300,GT,,ns,0.0000003,,B-,,,,,,,,,,,,,,5696,300,207,300,3664,424,-3170.0,500.0,3432,361,6949,500,7681,1,220022501,322,20960,300,Y,2010,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2023-10-18
83,138,Bi,,,,,,0,,,,300,GT,,ns,0.0000003,,B-N,,,B-,,,,,,,,,,,4426,301,865,300,3116,500,,,4831,424,7219,500,7668,1,221025980,322,24200,300,Y,2009,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2023-10-18
83,139,Bi,,,,,,0,,,,300,GT,,ns,0.0000003,,B-N,,,B-,,,,,,,,,,,6464,303,1105,301,2815,500,,,3322,424,,,7648,1,222031079,322,28950,300,Y,2009,20-DEC-2016,BALRAJ SINGH,2023-10-18
83,140,Bi,,,,,,0,,,,300,GT,,ns,0.0000003,,B-N,,,B-,,,,,,,,,,,5161,445,1682,402,,,,,4781,500,,,7636,2,223034611,429,32240,400,Y,2009,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2023-10-18
83,141,Bi,,,,,,0,,,,,,,,,,B-,100,,B-N,,,,,,,,,,,7159,445,1920,445,,,,,3242,565,,,7616,2,224039796,429,37070,400,Y,2010,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2023-10-18
84,102,Po,,,,,,0,,,0+,28,,+16-6,us,0.000028,0.000011,A,100,,,,,,,,,,,,,,,,,8501.1712,13.7119,7247.028,24.93,,,952,83,7695.9488,0.0983,186004403.174,19.622,4101.531,18.278,N,2005,1-Mar-2022,J. C. Batchelder and A. M. Hurst and  M. S. Basunia,2023-10-18
84,103,Po,,,,,,0,,,(1/2- 5/2-),1.40,,25,ms,0.0014,0.00025,A,100,,,,,,,,,,,,,,,,,7978.8999,15.0000,9207.083,34.13,9349.0408,37.4015,1319.6659,36.7723,7704.7889,0.1745,187003031.482,35.030,2823.808,32.631,N,2005,1-Nov-2008,M. S. Basunia,2023-10-18
84,104,Po,,,,,,0,,,0+,0.27,,3,ms,0.00027,0.00003,A,100,,,,,,,,,,,,,,,,,8082.2927,15.3267,6650.422,22.886,11439.5036,38.2491,1450.0734,22.3359,7724.6544,0.1062,187999415.586,21.438,-544.378,19.970,N,1999,1-Feb-2018,F.G. KONDEV and  S. JUUTINEN and  D.J. HARTLEY,2023-10-18
84,105,Po,,,,,,0,,,(5/2-),3.5,,5,ms,0.0035,0.0005,A,100,,,,,,,,,,,,,,,,,7694.2999,15.0000,8642.668,30.354,8948.9360,29.7538,1516.1663,24.7305,7731.1321,0.1167,188998473.425,23.681,-1421.996,22.059,N,1999,31-Aug-2021,Balraj Singh,2023-10-18
84,106,Po,,,,,,0,,,0+,2.45,,5,ms,0.00245,0.00005,A,100,,,,,,,,,,,,,,,,,7693.2733,7.2234,6033.198,24.761,11212.0306,25.6845,1787.0154,24.6583,7749.4526,0.0693,189995101.731,14.131,-4562.708,13.163,N,1996,15-Oct-2020,Balraj Singh and {+1} and Jun Chen{+2},2023-10-18
84,107,Po,,,,,,0,,,(3/2-),22,,1,ms,0.022,0.001,A,99,1,,,,,,,,,,,,-8932.644,17.5997,,,7493.3085,4.9498,8170.62,10.32,8577.3408,14.9525,1761.7963,22.1429,7753.7871,0.0372,190994558.494,7.624,-5068.731,7.103,N,1993,1-Dec-2006,V.R. Vanin et al.,2023-10-18
84,108,Po,5.5220,0.0178,,,,0,,,0+,32.2,,3,ms,0.0322,0.0003,A,99.5,,EC+B+,0.5,,,,,,,,,,-10992.2252,29.8328,-20001.7148,19.2975,7319.625,3.2536,5468.054,31.935,11069.0708,12.7827,2116.1033,13.0056,7771.0542,0.0554,191991340.274,11.416,-8066.483,10.634,N,1977,15-Jun-2012,Coral M. Baglin,2023-10-18
84,109,Po,,,,,,0,,,(3/2-),399,,34,ms,0.399,0.034,A,100,,,,,,,,,,,-1.3,0.3,-8257.9789,26.0594,-19322.3619,31.4335,7093.8012,3.6617,7559.261,16.387,8330.1367,17.9989,2079.7363,33.4350,7773.951,0.0753,192991062.421,15.599,-8325.302,14.531,N,1967,31-Mar-2017,M. Shamsuzzoha Basunia,2023-10-18
84,110,Po,5.5167,0.0178,,,,0,,,0+,0.392,,4,s,0.392,0.004,A,93,7,EC+B+,7,7,,,,,,,,,-10288.1273,26.8153,-19008.6119,25.1919,6987.074,3.1772,5018.403,13.938,10750.6329,19.4308,2409.0246,14.9696,7789.2947,0.0666,193988186.058,13.860,-11004.617,12.911,N,1967,3-Sep-2021,Jun Chen and Balraj Singh,2023-10-18
84,111,Po,,,,,,0,,,(3/2-),4.64,,9,s,4.64,0.09,A,94,4,EC+B+,6,4,,,,,-0.6,0.04,-0.9,0.3,-7646.3554,11.3199,-18471.4829,24.2666,6749.673,2.7855,6908.912,8.029,8183.3556,14.2550,2382.6057,8.0058,7791.3155,0.0310,194988065.781,6.486,-11116.655,6.042,N,1967,1-Mar-2014,Huang Xiaolong and Kang Mengxiao,2023-10-18
84,112,Po,5.5136,0.0178,,,,0,,,0+,5.8,,2,s,5.8,0.2,A,98,,EC+B+,2,,,,,,,,,,-9555.5564,30.7105,-18069.7502,10.9821,6658.1987,2.3802,4540.301,25.014,10423.3948,8.0920,2732.1357,7.5446,7804.7445,0.0275,195985540.722,5.778,-13468.731,5.383,N,1967,1-Jan-2006,Huang Xiaolong,2023-10-18
84,113,Po,,,,,,0,,,(3/2-),84,,16,s,84,16,EC+B+,56,7,A,44,7,,,,,-0.88,0.07,-0.4,0.2,-7037.8235,12.6871,-17551.2215,31.8025,6411.2605,3.1793,6294.118,12.91,7995.6651,11.2342,2673.0170,26.3433,7805.7136,0.0501,196985621.939,10.585,-13393.078,9.861,N,1965,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2023-10-18
84,114,Po,5.5146,0.0178,,,,0,,,0+,1.760,,24,m,105.6,1.44,A,57,2,EC+B+,43,2,,,,,7.3,0.2,,,-8764.5316,18.1013,-17189.3415,19.1659,6309.672,1.3683,3900.573,32.615,10151.5180,20.0210,3075.0538,19.3144,7817.5611,0.0880,197983388.753,18.705,-15473.278,17.424,N,1965,1-Dec-2015,Huang Xiaolong and Kang Mengxiao,2023-10-18
84,115,Po,,,,,,0,,,(3/2-),5.47,,15,m,328.2,9,EC+B+,92.5,0.3,A,7.5,0.3,,,,,-0.91,0.07,-0.27,0.15,-6415.4515,7.6464,-16601.4002,7.3163,6074.2948,1.8951,5558.787,11.923,7836.8686,18.2486,3153.9490,28.1002,7817.6582,0.0273,198983640.445,5.828,-15238.829,5.429,N,1965,01-DEC-2015,BALRAJ SINGH,2023-10-18
84,116,Po,5.5199,0.0178,,,,0,,,0+,11.51,,8,m,690.6,4.8,EC+B+,88.9,0.3,A,11.1,0.3,,,,,,,,,-7953.7897,25.6119,-16189.6242,9.2967,5981.6352,1.8470,3428.891,23.933,9774.1726,9.3188,3433.0381,13.0231,7827.4407,0.0379,199981812.355,8.136,-16941.683,7.579,N,1951,1-Aug-2006,F.G. KONDEV and  S. LALKOVSKI,2023-10-18
84,117,Po,,,,,,0,,,3/2-,15.50,,22,m,930,13.2,EC+B+,98.87,0.03,A,1.13,0.03,,,,,-0.98,0.07,0.1,0.1,-5731.7247,9.5606,-15604.5905,24.9590,5799.303,1.6972,4907.84,13.14,7650.8008,9.0069,3439.5636,23.2327,7826.5619,0.0246,200982263.799,5.305,-16521.166,4.942,N,1951,20-Sep-2022,F.G. KONDEV,2023-10-18
84,118,Po,5.5281,0.0177,,,,0,,,0+,44.6,,4,m,2676,24,EC+B+,98.08,0.07,A,1.92,0.07,,,,,7.45,0.12,,,-7346.4628,28.9311,-15223.4457,11.9227,5700.9575,1.6915,2809.285,16.469,9491.7211,9.9563,3801.5344,14.9412,7834.8053,0.0429,201980738.934,9.307,-17941.569,8.670,N,1951,1-May-2007,S. ZHU and F.G. KONDEV,2023-10-18
84,119,Po,,,,,,0,,,5/2-,36.7,,5,m,2202,30,EC+B+,99.89,0.02,A,0.11,0.02,,,,,0.74,0.05,0.17,0.1,-5148.2116,11.5921,-14787.0304,27.9887,5495.9999,5.0000,4214.074,13.594,7440.5676,9.8333,3848.9356,14.7511,7832.8632,0.0229,202981416.072,4.981,-17310.819,4.640,N,1951,4-Jul-2021,F.G. KONDEV,2023-10-18
84,120,Po,5.5378,0.0177,,,,0,,,0+,3.519,,12,h,12668.4,43.2,EC+B+,99.33,0.03,A,0.67,0.03,,,,,,,,,-6465.7939,24.8047,-14249.7563,14.6231,5484.8964,1.3668,2304.882,13.627,9101.5448,11.0886,4105.1234,16.2661,7839.0823,0.0494,203980310.078,10.811,-18341.045,10.071,N,1951,1-Oct-2009,C.J. CHIARA and F.G. KONDEV,2023-10-18
84,121,Po,5.5389,0.0177,,,,0,,,5/2-,1.74,,8,h,6264,288,EC+B+,99.96,0.012,A,0.04,0.012,,,,,0.76,0.06,,,-4536.8793,15.6996,-13717.4648,24.7995,5324.7186,9.9356,3544.171,11.149,7251.6710,14.2300,4164.4426,13.6177,7836.2168,0.0491,204981190.006,10.798,-17521.398,10.059,N,1951,20-Apr-2020,F.G. KONDEV,2023-10-18
84,122,Po,5.5480,0.0177,,,,0,,,0+,8.8,,1,d,760320,8640,EC+B+,94.55,0.05,A,5.45,0.05,,,,,,,,,-5749.2803,14.1099,-13275.4673,12.7030,5327.024,1.2972,1839.533,8.622,8738.5880,10.8281,4412.0700,6.2479,7840.5973,0.0195,205980473.662,4.306,-18188.668,4.012,N,1947,31-Jan-2008,F.G. KONDEV,2023-10-18
84,123,Po,5.5501,0.0177,,,,0,,,5/2-,5.80,,2,h,20880,72,EC+B+,99.979,0.002,A,0.021,0.002,,,,,0.79,0.06,0.28,0.03,-3918.2186,14.0754,-12777.6305,15.0727,5215.8665,2.5023,2908.854,7.077,7028.3502,7.7500,4406.4708,10.0002,7836.6734,0.0322,206981593.334,7.148,-17145.700,6.659,N,1947,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2023-10-18
84,124,Po,5.5584,0.0176,,,,0,,,0+,2.898,,2,Y,91451971.47436762,63113.851949184,A,99.996,0.0004,EC+B+,0.004,0.0004,,,,,7.37,0.05,-0.9,0.04,-4999.3061,9.0736,-12313.0435,12.5132,5215.692,1.2716,1400.944,2.848,8394.8249,6.6835,4703.6238,2.4685,7839.3568,0.0080,207981246.035,1.795,-17469.207,1.672,N,1947,1-Jun-2007,M. J. MARTIN,2023-10-18
84,125,Po,5.5628,0.0176,,,,0,,,1/2-,124,,3,Y,3913058820.849408,94670777.923776,A,99.546,0.007,EC+B+,0.454,0.007,,,,,0.68,0.08,-0.39,0.08,-3482.2417,4.9599,-11967.4317,9.0936,4979.2314,1.3608,1892.574,2.242,6968.1256,1.8654,4784.8348,2.4275,7835.1882,0.0085,208982430.361,1.909,-16366.015,1.778,N,1949,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2023-10-18
84,126,Po,5.5704,0.0176,,,,0,,,0+,138.376,,2,d,11955686.4,172.8,A,100,,,,,,,,,5.48,0.05,,,-3980.9605,7.6101,-11140.6047,4.7701,5407.5307,0.0713,-1161.155,1.782,7658.3631,1.3640,4983.4420,0.7692,7834.3462,0.0055,209982873.686,1.230,-15953.060,1.146,N,1898,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2023-10-18
84,127,Po,,,,,,0,,,9/2+,0.516,,3,s,0.516,0.003,A,100,,,,,,,,,-1.2,0.08,-0.77,0.15,-785.3012,2.5385,-8531.7112,7.6274,7594.5602,0.5097,-573.376,5.585,4550.7508,0.5234,4929.5587,0.9249,7818.7842,0.0060,210986653.171,1.347,-12432.492,1.255,N,1913,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2023-10-18
84,128,Po,,,,,,0,,,0+,294.3,,8,ns,0.0000002943,0.0000000008,A,100,,,,,,,,,,,,,-1741.2596,2.1066,-6793.5353,2.4899,8954.1948,0.1140,-2251.465,2.182,6008.2340,0.5249,5799.2633,5.4069,7810.2438,0.0054,211988867.982,1.237,-10369.408,1.153,N,1906,1-Aug-2020,K. Auranen and E.A. McCutchan,2023-10-18
84,129,Po,,,,,,0,,,9/2+,3.706,,1,us,0.000003706,0.000000001,A,100,,,,,,,,,,,,,-73.9972,5.4646,-6096.6880,3.3996,8536.139,2.5581,-1421.848,5.929,4355.4284,2.8619,5824.5470,3.2940,7794.024,0.0143,212992857.154,3.277,-6653.519,3.053,N,1947,1-Jan-2022,M. S. Basunia,2023-10-18
84,130,Po,,,,,,0,,,0+,163.46,,4,us,0.00016346,0.00000004,A,100,,,,,,,,,,,,,-1090.8208,3.7750,-5961.7688,4.7314,7833.5408,0.0611,-3269.192,11.302,5887.7716,2.8269,6527.2727,5.1691,7785.1163,0.0068,213995201.287,1.556,-4469.972,1.449,N,1912,1-May-2021,Shaofei Zhu and E. A. McCutchan,2023-10-18
84,131,Po,,,,,,0,,,9/2+,1.781,,5,ms,0.001781,0.000005,A,99.99977,0.00002,B-,0.00023,0.00002,,,,,,,,,714.8128,6.6491,-5233.9372,4.4488,7526.3255,0.8129,-2171.043,6.01,4143.1164,2.4554,6629.9619,11.3582,7768.1768,0.0099,214999418.385,2.276,-541.771,2.120,N,1911,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2023-10-18
84,132,Po,5.6359,0.0174,,,,0,,,0+,0.145,,2,s,0.145,0.002,A,100,,,,,,,,,,,,,-474.3423,3.5713,-5032.3988,6.7496,6906.3495,0.5050,-4091.652,11.324,5747.2116,2.2940,7135.9072,5.7455,7758.8205,0.0084,216001913.416,1.948,1782.336,1.815,N,1910,1-Mar-2007,S. -C. WU,2023-10-18
84,133,Po,,,,,,0,,,(9/2+),1.53,,5,s,1.53,0.05,A,95,,B-,5,,,,,,-1.11,0.1,,,1488.8543,7.9791,-4444.5437,7.3786,6662.1342,2.3529,-2846.511,18.869,3970.2015,6.6259,7279.5065,12.9526,7741.3614,0.0302,217006316.145,7.025,5883.452,6.544,N,1956,1-DEC-2017,B. SINGH and  T. ROY and  K. BANERJEE,2023-10-18
84,134,Po,5.6558,0.0173,,,,0,,,0+,3.097,,12,m,185.82,0.72,A,99.98,0.002,B-,0.02,0.002,,,,,,,,,256.4334,11.5490,-4109.2646,5.1835,6114.7544,0.0917,-4859.386,27.085,5598.1188,6.6612,7662.2821,17.8074,7731.53,0.0090,218008971.234,2.112,8356.652,1.967,N,1904,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2023-10-18
84,135,Po,,,,,,0,,,(9/2+),620,,59,s,620,59,B-,71.8,2,A,28.2,2,,,,,,,,,2285.3395,16.1628,-3490.1757,19.5726,5914.1999,50.2494,-3638.639,200.626,3746.6091,15.9571,7823.6487,31.3126,7713.334,0.0723,219013614,17.000,12681.361,15.835,N,1998,19-May-2021,Balraj Singh et al. and ,2023-10-18
84,136,Po,,,,,,0,,,0+,300,GT,,ns,0.0000003,,B-,,,,,,,,,,,,,,887.7139,22.5491,-3203.8769,17.9919,5329,201,-5696.538,300.522,5489.2164,23.7485,8345,201,7703.2244,0.0804,220016386,19.000,15263.462,17.698,N,1998,31-Oct-2010,E. BROWNE and  J. K. TULI,2023-10-18
84,137,Po,,,,,,0,,,,112,,+58-28,s,112,43,B-,100,,,,,,,,,,,,,2991.0276,24.0390,-2673.3097,24.0390,5089,301,-4426.243,300.637,3561.0236,26.3795,8475,301,7684.4814,0.0885,221021228,21.000,19773.757,19.561,N,2010,15-JUN-2013,BALRAJ SINGH,2023-10-18
84,138,Po,,,,,,0,,,0+,550,,430,s,550,430,,,,,,,,,,,,,,,1533.2393,43.0709,-2367.7797,42.4214,4432,303,-6463.732,302.662,5358.8072,44.5757,9003,303,7674.0054,0.1804,222024140,43.000,22486.268,40.054,N,2010,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2023-10-18
84,139,Po,,,,,,0,,,,300,GT,,ns,0.0000003,,B-,,,,,,,,,,,,,,3651,196,-1946,196,4034,445,-5161.0,445.4,3479,200,9160,358,7655,1,223029070,210,27079,196,Y,2010,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2023-10-18
84,140,Po,,,,,,0,,,0+,,,,,,,B-,100,,,,,,,,,,,,,2199,197,-1589,196,3355,445,-7160.0,445.4,5240,277,9619,445,7644,1,224032110,210,29910,196,Y,2010,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2023-10-18
84,141,Po,,,,,,0,,,,300,GT,,ns,0.0000003,,B-,,,,,,,,,,,,,,4280,424,-1202,301,,,,,3402,358,9779,500,7626,1,225037123,322,34580,300,Y,2010,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2023-10-18
84,142,Po,,,,,,0,,,0+,300,GT,,ns,0.0000003,,B-,,,,,,,,,,,,,,2889,500,-822,500,,,,,5103,500,,,7614,2,226040310,430,37549,401,Y,2010,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2023-10-18
84,143,Po,,,,,,0,,,,300,GT,,ns,0.0000003,,B-,,,,,,,,,,,,,,4850,500,-451,500,,,,,3339,566,,,7596,2,227045390,430,42281,401,Y,2010,15-Jan-2016,ICTP-2014 Workshop Group,2023-10-18
85,106,At,,,,,,0,,,(1/2+),1.7,,+11-5,ms,0.0017,0.0008,A,100,,,,,,,,,,,,,,,,,7822.2726,13.6136,8932.644,17.6,,,-1137.6502,20.7983,7702.9233,0.0843,191004148.081,17.287,3863.913,16.103,N,2003,1-Dec-2006,V.R. Vanin et al.,2023-10-18
85,107,At,,,,,X,0,,40,(9- 10-),88,,6,ms,0.088,0.006,A,100,,,,,,,,,,,,,,,,,7695.6261,25.5329,10992.225,29.833,9009.4896,32.1903,-705.5014,28.7638,7709.7283,0.1452,192003140.912,29.922,2925.742,27.873,N,2006,15-Jun-2012,Coral M. Baglin,2023-10-18
85,108,At,,,,,,0,,,(1/2+),28,,+5-4,ms,0.028,0.0045,A,100,,,,,,,,,,,,,-9110.2435,33.1444,,,7572.4246,6.9193,8257.979,26.059,11064.3830,35.2823,-710.1892,24.1044,7727.1099,0.1121,192999927.725,23.222,-67.323,21.632,N,2003,31-Mar-2017,M. Shamsuzzoha Basunia,2023-10-18
85,109,At,,,,,X,0,,0,(4- 5-),286,,7,ms,0.286,0.007,A,100,,SF+EC+B+,0.8,,EC+B+,,,,,,,,-6441.1134,28.8079,-17830.7280,34.3945,7454.4999,10.6066,10288.127,26.815,8720.4846,31.9421,-319.8413,27.6319,7732.2304,0.1211,193999230.816,25.230,-716.490,23.502,N,2009,3-Sep-2021,Jun Chen and Balraj Singh,2023-10-18
85,110,At,,,,,,0,,,(1/2+),290,,20,ms,0.29,0.02,A,100,,,,,,,,,,,,,-8520.5842,52.5650,-17266.2409,19.2136,7344.1362,6.0089,7646.356,11.32,10825.1275,25.3771,-245.3468,16.0727,7748.0914,0.0491,194996274.48,10.276,-3470.299,9.573,N,1999,1-Mar-2014,Huang Xiaolong and Kang Mengxiao,2023-10-18
85,111,At,,,,,,0,,,(3+),0.388,,7,s,0.388,0.007,A,95.1,,EC+B+,4.9,,,,,,3.72,0.14,-0.6,0.4,-5888.3439,33.3417,-17034.7780,59.8800,7196.4462,2.7244,9555.556,30.71,8514.1938,31.7143,85.4914,30.8330,7752.0001,0.1543,195995799.034,32.458,-3913.175,30.235,N,1967,1-Jan-2006,Huang Xiaolong,2023-10-18
85,112,At,,,,,,0,,,(9/2-),0.388,,6,s,0.388,0.006,A,96.1,1.2,EC+B+,3.9,1.2,,,,,,,-1.2,0.6,-7865.6231,18.0538,-16401.7419,16.1627,7104.3928,3.0737,7037.823,12.687,10513.3980,31.2713,175.4946,9.6282,7766.0174,0.0405,196993177.353,8.570,-6355.255,7.983,N,1967,1-Jan-2002,HUANG XIAOLONG and  ZHOU CHUNMEI,2023-10-18
